candidate_id,query_row,movie_local,link_local,score,label,rank_of_positive
0,0,2852,2852,0.8446488380432129,1,2
1,0,2852,2029,7.226653337966127e-07,0,2
2,0,2852,1446,0.0016522494843229651,0,2
3,0,2852,3210,0.0038522661197930574,0,2
4,0,2852,101,0.7363001704216003,0,2
5,0,2852,203,7.308318004106695e-07,0,2
6,0,2852,2819,0.006779071409255266,0,2
7,0,2852,3127,0.648526668548584,0,2
8,0,2852,1279,7.256203957695107e-07,0,2
9,0,2852,4166,5.3595385907101445e-06,0,2
10,0,2852,3305,0.2379017472267151,0,2
11,0,2852,3765,0.03129061311483383,0,2
12,0,2852,2949,0.40985313057899475,0,2
13,0,2852,2316,0.48117440938949585,0,2
14,0,2852,567,0.6503896117210388,0,2
15,0,2852,771,0.039512746036052704,0,2
16,0,2852,2569,0.00012039244757033885,0,2
17,0,2852,749,0.854105532169342,0,2
18,0,2852,2258,2.3546367629023734e-06,0,2
19,0,2852,1090,0.44406434893608093,0,2
20,1,1674,1674,0.9985477328300476,1,1
21,1,1674,2725,0.0006289686425589025,0,1
22,1,1674,2403,1.468764094170183e-05,0,1
23,1,1674,2539,4.3901811295654625e-05,0,1
24,1,1674,1746,0.0012165374355390668,0,1
25,1,1674,956,0.06540524959564209,0,1
26,1,1674,3225,6.031487373547861e-06,0,1
27,1,1674,1256,3.8430725268767674e-10,0,1
28,1,1674,3514,3.3715803417113787e-15,0,1
29,1,1674,2097,6.600234337383881e-05,0,1
30,1,1674,823,6.490829191241342e-18,0,1
31,1,1674,3242,0.0006292708567343652,0,1
32,1,1674,2206,0.0016213901108130813,0,1
33,1,1674,3931,1.370306271844352e-20,0,1
34,1,1674,3715,2.3435998031118288e-08,0,1
35,1,1674,2891,8.971853614854128e-14,0,1
36,1,1674,2511,2.3417223737536117e-16,0,1
37,1,1674,3605,5.64206538911094e-06,0,1
38,1,1674,62,5.5531989597013e-12,0,1
39,1,1674,2581,4.4699069690068427e-07,0,1
40,2,2613,2613,0.8296213150024414,1,1
41,2,2613,2695,1.0632553539835499e-06,0,1
42,2,2613,691,0.00020036601927131414,0,1
43,2,2613,3134,0.13032114505767822,0,1
44,2,2613,2679,3.329738618162992e-08,0,1
45,2,2613,2846,1.796780964014033e-07,0,1
46,2,2613,960,9.140318979916628e-06,0,1
47,2,2613,3971,0.005289320833981037,0,1
48,2,2613,24,2.6663650714908727e-05,0,1
49,2,2613,2896,8.03010625531897e-05,0,1
